id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,lead_value
id_41865,41.0,admin.,single,secondary,no,2092.0,yes,no,cellular,21,nov,757.0,3.0,,0,unknown,1
id_40518,33.0,self-employed,single,tertiary,no,4.0,yes,no,cellular,6,may,765.0,1.0,,0,unknown,1
id_29031,49.0,technician,married,secondary,no,680.0,yes,no,cellular,7,aug,1845.0,2.0,,0,unknown,1
id_3944,30.0,student,single,secondary,no,3508.0,no,no,cellular,2,jul,654.0,1.0,,0,unknown,1
id_29673,36.0,student,single,unknown,no,60.0,no,no,cellular,6,aug,779.0,1.0,,0,unknown,1
id_29885,41.0,technician,married,secondary,no,262.0,no,no,unknown,18,jun,1358.0,4.0,,0,unknown,1
id_5567,43.0,blue-collar,married,unknown,no,2.0,no,no,cellular,4,aug,417.0,1.0,,0,unknown,1
id_2904,34.0,unemployed,single,tertiary,no,1972.0,no,no,cellular,22,jul,373.0,1.0,342.0,3,success,1
id_44205,57.0,retired,divorced,tertiary,no,-133.0,no,no,cellular,12,may,247.0,1.0,271.0,4,failure,1
id_27566,39.0,retired,married,primary,no,-404.0,yes,no,cellular,18,jul,912.0,3.0,,0,unknown,1
id_12619,41.0,management,married,tertiary,no,1982.0,no,no,cellular,21,aug,1016.0,4.0,,0,unknown,1
id_36834,38.0,blue-collar,married,secondary,no,1322.0,yes,no,unknown,17,jun,690.0,2.0,,0,unknown,1
id_34444,43.0,blue-collar,married,primary,no,528.0,no,no,unknown,11,jun,867.0,8.0,,0,unknown,1
id_24871,29.0,unemployed,single,tertiary,no,1014.0,yes,no,cellular,6,may,909.0,1.0,336.0,2,failure,1
id_39015,79.0,retired,married,primary,no,1470.0,no,no,cellular,13,jul,275.0,2.0,181.0,3,success,1
id_11319,35.0,management,married,tertiary,no,1480.0,no,no,cellular,15,sep,366.0,3.0,769.0,2,failure,1
id_20711,47.0,blue-collar,married,secondary,no,1510.0,no,yes,cellular,17,jul,1172.0,1.0,,0,unknown,1
id_30144,43.0,unemployed,married,tertiary,no,1147.0,no,no,cellular,19,nov,762.0,2.0,,0,unknown,1
id_6111,27.0,management,single,tertiary,no,1624.0,no,no,cellular,9,dec,160.0,1.0,190.0,1,success,1
id_10875,58.0,unemployed,married,secondary,no,3.0,no,no,telephone,2,feb,484.0,1.0,,0,unknown,1
id_28354,53.0,admin.,single,secondary,no,898.0,no,no,cellular,23,jul,635.0,2.0,,0,unknown,1
id_7771,56.0,housemaid,divorced,secondary,no,4.0,no,no,cellular,31,mar,832.0,1.0,,0,unknown,1
id_27154,26.0,admin.,single,secondary,no,2507.0,no,no,cellular,27,may,758.0,3.0,97.0,3,success,1
id_19840,66.0,retired,married,secondary,no,1374.0,no,no,cellular,12,nov,184.0,1.0,92.0,1,failure,1
id_41244,57.0,retired,married,primary,no,1545.0,yes,no,unknown,14,may,914.0,1.0,,0,unknown,1
id_17861,43.0,technician,married,tertiary,no,719.0,no,no,cellular,3,jun,156.0,2.0,,0,unknown,1
id_8055,60.0,blue-collar,single,secondary,no,3614.0,yes,no,cellular,15,apr,566.0,1.0,,0,unknown,1
id_44621,32.0,technician,married,tertiary,no,8024.0,no,no,cellular,17,aug,213.0,1.0,84.0,2,failure,1
id_13269,32.0,blue-collar,single,unknown,no,696.0,yes,yes,cellular,18,may,614.0,1.0,306.0,4,success,1
id_41700,47.0,entrepreneur,married,secondary,no,117.0,no,no,cellular,6,feb,1049.0,2.0,1.0,7,failure,1
id_32755,31.0,unemployed,single,primary,no,1374.0,no,no,cellular,17,nov,320.0,3.0,208.0,4,success,1
id_14030,32.0,management,,secondary,no,5128.0,no,yes,cellular,10,jul,578.0,2.0,,0,unknown,1
id_43310,32.0,management,single,tertiary,no,5082.0,no,no,cellular,25,may,216.0,4.0,,0,unknown,1
id_32430,30.0,management,married,tertiary,no,4329.0,no,no,cellular,30,apr,250.0,3.0,189.0,11,other,1
id_27804,35.0,technician,married,secondary,no,512.0,yes,no,cellular,18,nov,724.0,3.0,175.0,2,failure,1
id_25469,37.0,management,single,tertiary,no,2162.0,no,no,cellular,5,jun,305.0,1.0,,0,unknown,1
id_15491,32.0,technician,married,tertiary,no,441.0,no,no,cellular,15,oct,238.0,1.0,,0,unknown,1
id_25970,67.0,retired,divorced,tertiary,no,441.0,no,no,cellular,18,aug,451.0,1.0,,0,unknown,1
id_6898,44.0,technician,married,primary,no,2304.0,yes,no,cellular,22,jul,565.0,1.0,,0,unknown,1
id_6835,30.0,technician,single,secondary,no,152.0,yes,no,cellular,18,feb,422.0,2.0,,0,unknown,1
id_16642,35.0,blue-collar,married,secondary,no,623.0,yes,no,unknown,21,may,609.0,2.0,,0,unknown,1
id_14731,23.0,blue-collar,married,secondary,no,5799.0,yes,no,cellular,14,may,1105.0,2.0,,0,unknown,1
id_23208,25.0,blue-collar,single,secondary,no,538.0,no,no,cellular,15,feb,172.0,1.0,91.0,2,success,1
id_35742,35.0,management,single,tertiary,no,13010.0,no,no,cellular,13,aug,740.0,1.0,,0,unknown,1
id_41526,34.0,blue-collar,married,secondary,no,556.0,no,no,cellular,4,feb,403.0,3.0,272.0,1,other,1
id_25522,41.0,admin.,married,secondary,no,435.0,yes,no,cellular,15,may,840.0,2.0,,0,unknown,1
id_40467,34.0,management,single,tertiary,no,713.0,no,no,cellular,5,aug,671.0,2.0,,0,unknown,1
id_41838,29.0,self-employed,single,tertiary,no,913.0,no,no,cellular,29,mar,103.0,2.0,90.0,2,success,1
id_37055,30.0,technician,single,tertiary,no,382.0,no,no,cellular,25,may,882.0,1.0,,0,unknown,1
id_23127,47.0,entrepreneur,married,primary,no,195.0,no,no,cellular,11,may,243.0,2.0,363.0,2,failure,1
id_6634,39.0,blue-collar,married,secondary,no,1161.0,yes,no,cellular,13,aug,783.0,3.0,94.0,10,failure,1
id_12782,53.0,admin.,divorced,secondary,no,162.0,no,no,cellular,20,nov,334.0,7.0,153.0,4,failure,1
id_30667,39.0,management,married,tertiary,no,551.0,no,no,cellular,28,jul,760.0,8.0,,0,unknown,1
id_2859,37.0,student,single,unknown,no,301.0,yes,no,unknown,5,may,606.0,2.0,,0,unknown,1
id_15374,26.0,blue-collar,,secondary,no,326.0,no,no,unknown,14,jun,437.0,1.0,96.0,6,other,1
id_45042,41.0,admin.,divorced,secondary,no,2124.0,no,no,cellular,30,apr,448.0,1.0,,0,unknown,1
id_1149,,retired,married,secondary,no,20805.0,no,no,telephone,8,apr,529.0,2.0,,0,unknown,1
id_24874,75.0,retired,married,primary,no,1491.0,no,no,telephone,1,sep,657.0,1.0,208.0,2,other,1
id_32298,30.0,services,single,secondary,no,342.0,yes,no,cellular,24,jul,831.0,2.0,,0,unknown,1
id_23318,33.0,services,married,secondary,no,1162.0,yes,yes,telephone,16,apr,675.0,3.0,147.0,1,failure,1
id_38336,67.0,retired,single,tertiary,no,2146.0,no,no,cellular,22,oct,289.0,1.0,184.0,2,success,1
id_11211,65.0,retired,married,primary,no,2396.0,no,no,cellular,8,oct,353.0,1.0,,0,unknown,1
id_24349,51.0,blue-collar,married,unknown,no,2780.0,yes,no,unknown,15,may,1172.0,1.0,,0,unknown,1
id_31989,31.0,admin.,single,tertiary,no,4256.0,yes,no,cellular,21,nov,703.0,1.0,,0,unknown,1
id_18384,72.0,retired,married,primary,no,3859.0,no,no,cellular,10,dec,574.0,4.0,115.0,1,other,1
id_35030,33.0,management,divorced,tertiary,no,1720.0,yes,no,cellular,25,jul,843.0,1.0,,0,unknown,1
id_26851,36.0,services,married,secondary,no,370.0,yes,yes,cellular,18,jul,739.0,6.0,,0,unknown,1
id_3509,42.0,technician,single,secondary,no,241.0,yes,no,cellular,12,aug,1726.0,4.0,,0,unknown,1
id_18410,35.0,student,single,unknown,no,2317.0,no,no,cellular,15,apr,712.0,2.0,381.0,2,failure,1
id_18822,26.0,services,single,tertiary,no,1382.0,yes,no,unknown,28,may,1285.0,2.0,,0,unknown,1
id_38867,46.0,blue-collar,married,primary,no,10332.0,yes,no,unknown,9,jun,564.0,4.0,,0,unknown,1
id_26568,39.0,services,married,secondary,no,119.0,yes,no,cellular,18,may,1016.0,2.0,,0,unknown,1
id_44761,50.0,management,married,tertiary,no,4930.0,yes,no,unknown,15,may,725.0,7.0,,0,unknown,1
id_20559,33.0,management,divorced,tertiary,no,-2.0,yes,no,unknown,7,may,944.0,3.0,,0,unknown,1
id_25960,43.0,technician,married,secondary,no,2774.0,yes,no,cellular,27,jan,689.0,1.0,,0,unknown,1
id_27447,39.0,admin.,married,secondary,no,2620.0,no,yes,cellular,9,jul,615.0,4.0,,0,unknown,1
id_42497,28.0,management,single,unknown,no,558.0,no,no,cellular,5,apr,446.0,1.0,307.0,1,failure,1
id_5410,60.0,retired,married,primary,no,12066.0,no,no,telephone,20,oct,2178.0,1.0,,0,unknown,1
id_20323,27.0,services,married,secondary,no,-17.0,yes,no,cellular,24,jul,1020.0,1.0,,0,unknown,1
id_36744,79.0,retired,married,primary,no,1001.0,no,no,cellular,28,jan,164.0,1.0,91.0,3,success,1
id_44160,44.0,unemployed,divorced,secondary,no,1850.0,no,no,cellular,13,nov,113.0,2.0,197.0,1,success,1
id_22973,30.0,blue-collar,single,primary,no,4.0,no,no,cellular,15,jul,724.0,3.0,,0,unknown,1
id_1680,25.0,student,single,secondary,no,318.0,yes,no,unknown,9,may,554.0,2.0,,0,unknown,1
id_43088,41.0,management,single,tertiary,no,4.0,yes,no,cellular,18,nov,621.0,2.0,,0,unknown,1
id_14487,29.0,admin.,single,secondary,no,302.0,yes,no,cellular,18,may,784.0,4.0,,0,unknown,1
id_5826,40.0,technician,single,secondary,no,18506.0,no,no,cellular,20,nov,1582.0,4.0,,0,unknown,1
id_20846,49.0,technician,married,unknown,no,684.0,no,no,cellular,7,jul,456.0,5.0,,0,unknown,1
id_20312,50.0,blue-collar,married,primary,no,897.0,no,yes,telephone,30,jan,1438.0,2.0,,0,unknown,1
id_16007,45.0,blue-collar,married,secondary,no,2543.0,yes,no,cellular,11,may,562.0,1.0,368.0,1,other,1
id_36405,40.0,services,married,secondary,no,-1.0,yes,no,unknown,20,may,796.0,2.0,,0,unknown,1
id_5427,41.0,blue-collar,married,primary,no,205.0,yes,no,cellular,30,apr,850.0,1.0,85.0,2,failure,1
id_22946,40.0,management,single,tertiary,no,11967.0,yes,no,unknown,17,nov,602.0,2.0,101.0,3,failure,1
id_44093,33.0,blue-collar,married,secondary,no,217.0,yes,no,cellular,4,may,603.0,6.0,,0,unknown,1
id_40557,27.0,self-employed,single,tertiary,no,3.0,yes,,cellular,29,jan,386.0,1.0,192.0,1,failure,1
id_35816,48.0,blue-collar,divorced,primary,no,181.0,no,no,unknown,9,jun,925.0,1.0,,0,unknown,1
id_44221,25.0,management,single,tertiary,no,831.0,no,no,cellular,30,mar,1083.0,2.0,,0,unknown,1
id_20990,38.0,technician,divorced,secondary,no,906.0,yes,no,cellular,10,feb,674.0,2.0,180.0,5,failure,1
id_4018,46.0,management,single,tertiary,no,716.0,yes,no,cellular,7,may,590.0,1.0,,0,unknown,1
id_11514,27.0,technician,single,tertiary,no,-70.0,yes,no,cellular,6,apr,609.0,3.0,236.0,2,failure,1
id_24321,42.0,admin.,married,secondary,no,526.0,yes,no,cellular,23,jul,807.0,1.0,,0,unknown,1
id_43689,44.0,technician,single,secondary,no,-235.0,yes,yes,cellular,7,jul,969.0,3.0,,0,unknown,1
id_26459,73.0,retired,married,primary,no,1615.0,no,no,cellular,7,aug,528.0,2.0,,0,unknown,1
id_22622,46.0,management,divorced,tertiary,no,851.0,no,yes,cellular,8,jul,736.0,1.0,,0,unknown,1
id_24813,30.0,admin.,single,unknown,no,-2.0,yes,no,cellular,19,nov,1222.0,2.0,,0,unknown,1
id_11962,55.0,blue-collar,married,primary,yes,-461.0,no,no,cellular,29,jan,483.0,1.0,,0,unknown,1
id_19216,46.0,technician,single,tertiary,no,2030.0,no,no,cellular,15,jun,243.0,5.0,285.0,2,success,1
id_25146,43.0,admin.,married,secondary,no,123.0,no,no,unknown,18,jun,1244.0,1.0,,0,unknown,1
id_8005,30.0,management,single,tertiary,no,84.0,no,no,cellular,20,oct,693.0,2.0,146.0,2,failure,1
id_14202,51.0,management,married,tertiary,no,7134.0,no,no,cellular,19,aug,1051.0,3.0,,0,unknown,1
id_45187,35.0,management,married,tertiary,no,1516.0,no,no,cellular,10,aug,450.0,1.0,728.0,2,failure,1
id_19534,27.0,technician,single,secondary,no,4717.0,no,no,cellular,24,jul,705.0,1.0,,0,unknown,1
id_40187,33.0,management,single,tertiary,no,610.0,no,no,cellular,11,nov,171.0,1.0,195.0,1,failure,1
id_35328,29.0,blue-collar,married,secondary,no,174.0,no,no,cellular,18,jul,581.0,7.0,,0,unknown,1
id_23612,23.0,technician,single,tertiary,no,368.0,no,no,cellular,7,oct,187.0,2.0,,0,unknown,1
id_10299,64.0,housemaid,married,tertiary,no,1531.0,no,no,cellular,18,jan,316.0,2.0,95.0,3,success,1
id_11006,56.0,management,divorced,tertiary,no,581.0,no,no,unknown,15,may,1259.0,3.0,,0,unknown,1
id_14282,36.0,unemployed,married,secondary,no,982.0,no,no,cellular,3,jun,242.0,2.0,71.0,1,success,1
id_17726,38.0,admin.,single,tertiary,no,982.0,no,no,cellular,30,jul,165.0,3.0,179.0,4,failure,1
id_2241,52.0,unknown,married,secondary,no,2206.0,no,no,cellular,13,may,261.0,1.0,91.0,4,success,1
id_31911,43.0,management,divorced,tertiary,no,392.0,yes,no,unknown,8,may,2073.0,2.0,,0,unknown,1
id_29233,30.0,management,single,tertiary,no,1031.0,no,no,cellular,4,feb,1283.0,2.0,,0,unknown,1
id_27829,52.0,blue-collar,married,unknown,no,1.0,no,no,unknown,16,jun,600.0,3.0,,0,unknown,1
id_16903,36.0,services,single,secondary,no,51.0,no,no,cellular,19,nov,227.0,1.0,154.0,8,other,1
id_16888,30.0,technician,single,tertiary,no,4661.0,yes,no,unknown,21,may,872.0,2.0,,0,unknown,1
id_22891,37.0,management,single,tertiary,no,-81.0,yes,no,unknown,2,jun,1059.0,1.0,,0,unknown,1
id_42722,57.0,retired,married,secondary,no,6889.0,no,no,telephone,20,nov,1011.0,2.0,,0,unknown,1
id_13088,49.0,technician,married,secondary,no,,no,no,cellular,5,jun,1541.0,1.0,,0,unknown,1
id_7756,30.0,management,married,secondary,no,-4.0,yes,no,cellular,12,may,744.0,3.0,,0,unknown,1
id_13309,41.0,blue-collar,married,secondary,yes,721.0,no,yes,cellular,24,jul,652.0,1.0,,0,unknown,1
id_7375,53.0,blue-collar,married,primary,no,236.0,yes,no,unknown,26,may,738.0,2.0,,0,unknown,1
id_11388,27.0,management,single,tertiary,no,1716.0,no,no,cellular,15,jun,894.0,1.0,224.0,3,success,1
id_11503,27.0,admin.,single,tertiary,no,835.0,no,no,telephone,29,mar,449.0,3.0,342.0,1,failure,1
id_36715,29.0,services,single,secondary,no,10.0,no,yes,cellular,6,feb,1035.0,2.0,,0,unknown,1
id_29098,50.0,blue-collar,married,primary,no,67.0,yes,no,unknown,6,may,658.0,1.0,,0,unknown,1
id_45053,25.0,blue-collar,married,secondary,no,214.0,yes,no,unknown,3,jun,868.0,1.0,,0,unknown,1
id_37089,46.0,management,single,tertiary,no,1094.0,no,no,cellular,20,oct,167.0,4.0,93.0,6,success,1
id_23193,40.0,blue-collar,married,primary,no,1851.0,yes,no,cellular,13,may,592.0,1.0,,0,unknown,1
id_6786,43.0,management,married,tertiary,no,22815.0,no,no,cellular,26,aug,651.0,8.0,,0,unknown,1
id_43018,36.0,management,married,tertiary,no,249.0,yes,no,unknown,23,jul,704.0,8.0,,0,unknown,1
id_13452,34.0,management,single,tertiary,no,688.0,no,no,cellular,25,feb,278.0,3.0,268.0,2,failure,1
id_8881,48.0,management,married,tertiary,yes,32.0,no,no,cellular,4,aug,878.0,1.0,,0,unknown,1
id_30880,55.0,technician,married,tertiary,no,1356.0,no,no,cellular,21,aug,534.0,4.0,,0,unknown,1
id_1623,31.0,management,single,tertiary,no,15462.0,no,no,cellular,18,feb,247.0,7.0,,0,unknown,1
id_12502,37.0,entrepreneur,married,secondary,no,2968.0,no,no,cellular,12,nov,227.0,1.0,97.0,8,failure,1
id_28518,53.0,management,divorced,tertiary,no,5472.0,no,no,cellular,21,oct,1015.0,1.0,91.0,4,success,1
id_10353,41.0,technician,married,secondary,no,2263.0,no,no,cellular,26,may,192.0,3.0,89.0,7,other,1
id_27940,61.0,retired,married,primary,no,385.0,no,no,cellular,10,sep,284.0,1.0,,0,unknown,1
id_8550,31.0,technician,single,secondary,no,1628.0,no,no,cellular,7,may,373.0,2.0,286.0,3,failure,1
id_1938,21.0,technician,single,tertiary,no,1126.0,yes,no,unknown,28,may,804.0,1.0,,0,unknown,1
id_11889,46.0,blue-collar,married,primary,no,272.0,yes,no,cellular,30,jul,550.0,2.0,,0,unknown,1
id_19788,40.0,technician,married,secondary,no,3292.0,yes,no,cellular,21,nov,792.0,3.0,,0,unknown,1
id_22548,36.0,unemployed,single,secondary,no,2719.0,no,no,telephone,27,apr,439.0,2.0,179.0,3,other,1
id_40736,62.0,blue-collar,married,primary,no,2220.0,no,no,cellular,6,aug,2204.0,2.0,,0,unknown,1
id_38239,55.0,blue-collar,married,primary,no,1369.0,no,no,unknown,9,may,1075.0,2.0,,0,unknown,1
id_32394,30.0,management,married,tertiary,no,190.0,no,no,cellular,13,aug,1148.0,2.0,,0,unknown,1
id_409,39.0,blue-collar,married,primary,no,217.0,no,yes,unknown,18,jun,1585.0,3.0,,0,unknown,1
id_12560,30.0,management,single,secondary,no,2840.0,no,no,cellular,20,apr,233.0,5.0,,0,unknown,1
id_32714,18.0,entrepreneur,single,tertiary,no,2079.0,no,no,cellular,5,aug,333.0,1.0,,0,unknown,1
id_17164,30.0,services,married,secondary,no,6566.0,yes,no,cellular,15,may,775.0,2.0,298.0,1,failure,1
id_3497,54.0,blue-collar,married,secondary,no,954.0,no,yes,cellular,3,feb,164.0,1.0,48.0,3,success,1
id_18973,72.0,retired,married,secondary,no,468.0,no,no,telephone,24,jun,309.0,1.0,,0,unknown,1
id_22423,34.0,management,single,tertiary,no,938.0,no,no,cellular,9,feb,374.0,2.0,92.0,8,success,1
id_35060,28.0,technician,single,tertiary,no,13712.0,yes,no,cellular,20,nov,1529.0,3.0,,0,unknown,1
id_19296,67.0,retired,married,primary,no,325.0,no,no,cellular,12,aug,878.0,1.0,189.0,4,success,1
id_41770,57.0,housemaid,married,primary,no,513.0,no,no,unknown,12,jun,1179.0,3.0,,0,unknown,1
id_17325,68.0,technician,married,tertiary,no,481.0,no,no,cellular,29,jul,496.0,1.0,267.0,1,failure,1
id_3355,37.0,retired,married,tertiary,no,850.0,yes,no,unknown,21,may,772.0,2.0,,0,unknown,1
id_28154,33.0,management,single,tertiary,no,2628.0,yes,no,cellular,21,nov,698.0,6.0,,0,unknown,1
id_41265,57.0,management,married,tertiary,no,-5.0,no,no,cellular,19,nov,863.0,2.0,,0,unknown,1
id_12866,36.0,entrepreneur,married,secondary,yes,-4.0,no,no,cellular,16,jul,543.0,9.0,,0,unknown,1
id_12823,58.0,retired,married,tertiary,no,837.0,no,yes,cellular,18,nov,632.0,1.0,187.0,2,other,1
id_27520,26.0,technician,single,tertiary,no,11857.0,no,no,cellular,21,oct,560.0,2.0,238.0,13,other,1
id_38160,34.0,services,single,secondary,no,1048.0,no,no,cellular,4,jun,110.0,1.0,79.0,3,success,1
id_27201,46.0,entrepreneur,married,tertiary,yes,-397.0,no,no,cellular,31,jul,708.0,4.0,,0,unknown,1
id_37942,52.0,services,married,secondary,no,612.0,no,no,cellular,2,feb,1098.0,2.0,,0,unknown,1
id_24623,37.0,blue-collar,single,tertiary,no,171.0,yes,no,cellular,1,apr,1172.0,1.0,,0,unknown,1
id_26087,37.0,management,single,tertiary,no,1745.0,yes,no,cellular,30,apr,705.0,1.0,9.0,3,success,1
id_8025,29.0,blue-collar,married,secondary,no,532.0,yes,no,cellular,22,jul,672.0,2.0,,0,unknown,1
id_4165,29.0,technician,married,secondary,no,3325.0,yes,no,cellular,5,feb,570.0,2.0,175.0,2,failure,1
id_39345,36.0,admin.,single,secondary,no,1093.0,yes,no,cellular,21,nov,1568.0,2.0,,0,unknown,1
id_32324,31.0,admin.,married,secondary,no,36.0,no,no,cellular,17,dec,315.0,3.0,126.0,3,success,1
id_16424,51.0,self-employed,married,tertiary,no,8140.0,no,no,telephone,18,nov,507.0,1.0,,0,unknown,1
id_14447,31.0,services,single,secondary,no,3354.0,yes,no,cellular,5,feb,482.0,2.0,,0,unknown,1
id_4293,39.0,self-employed,married,tertiary,no,355.0,yes,no,cellular,11,may,592.0,1.0,28.0,4,other,1
id_3724,47.0,services,married,secondary,no,3169.0,no,no,cellular,13,aug,413.0,1.0,430.0,1,failure,1
id_33845,27.0,technician,single,tertiary,no,15157.0,no,no,cellular,2,jun,90.0,1.0,120.0,1,success,1
id_9682,37.0,services,divorced,unknown,no,6356.0,no,no,unknown,20,jun,1397.0,2.0,,0,unknown,1
id_24880,42.0,admin.,married,secondary,no,2501.0,no,no,cellular,12,aug,396.0,1.0,,0,unknown,1
id_19607,35.0,technician,single,tertiary,no,197.0,no,no,cellular,16,nov,184.0,1.0,200.0,1,success,1
id_256,60.0,unemployed,married,primary,no,1186.0,no,no,cellular,31,jul,1717.0,5.0,,0,unknown,1
id_41496,52.0,admin.,married,secondary,no,3607.0,yes,no,cellular,13,nov,180.0,2.0,197.0,2,success,1
id_7622,27.0,services,married,secondary,no,223.0,no,yes,cellular,7,jul,558.0,1.0,,0,unknown,1
id_37333,32.0,management,divorced,tertiary,yes,-1106.0,yes,no,cellular,11,may,681.0,1.0,,0,unknown,1
id_17721,28.0,student,single,secondary,no,317.0,no,no,cellular,29,jun,206.0,1.0,204.0,6,success,1
id_31179,33.0,student,single,secondary,no,188.0,yes,no,cellular,5,may,881.0,1.0,78.0,8,success,1
id_42769,33.0,management,married,tertiary,no,3046.0,no,no,cellular,30,apr,311.0,1.0,160.0,5,other,1
id_27857,22.0,blue-collar,single,secondary,no,336.0,yes,no,cellular,5,may,518.0,1.0,,0,unknown,1
id_13915,41.0,management,married,tertiary,no,-409.0,yes,no,cellular,29,jul,577.0,23.0,,0,unknown,1
id_2364,43.0,management,married,tertiary,no,1437.0,yes,no,cellular,7,may,1132.0,1.0,,0,unknown,1
id_38528,30.0,self-employed,single,tertiary,no,250.0,no,no,cellular,12,jul,543.0,1.0,,0,unknown,1
id_40624,32.0,technician,single,secondary,no,302.0,no,no,cellular,29,jan,299.0,2.0,160.0,2,other,1
id_19355,30.0,technician,divorced,secondary,no,519.0,no,yes,cellular,7,jul,575.0,4.0,,0,unknown,1
id_4040,42.0,services,married,secondary,no,5779.0,yes,no,cellular,1,apr,534.0,2.0,,0,unknown,1
id_589,46.0,management,married,tertiary,no,-59.0,no,no,cellular,11,aug,1002.0,1.0,,0,unknown,1
id_18445,25.0,technician,single,tertiary,no,1979.0,no,no,cellular,18,mar,393.0,2.0,101.0,1,other,1
id_42082,47.0,blue-collar,divorced,secondary,yes,4.0,no,yes,unknown,26,jun,617.0,3.0,,0,unknown,1
id_10905,36.0,blue-collar,married,secondary,no,284.0,yes,yes,unknown,3,jun,1019.0,6.0,,0,unknown,1
id_8497,33.0,management,married,tertiary,no,930.0,no,no,cellular,8,oct,275.0,1.0,,0,unknown,1
id_41374,35.0,blue-collar,single,unknown,no,483.0,no,no,cellular,8,jul,340.0,1.0,87.0,3,failure,1
id_40267,29.0,management,single,tertiary,no,548.0,yes,no,cellular,5,aug,659.0,2.0,,0,unknown,1
id_40598,50.0,management,married,tertiary,no,,no,no,cellular,28,may,531.0,9.0,,0,unknown,1
id_36910,18.0,student,single,unknown,no,825.0,no,no,cellular,27,jan,201.0,3.0,202.0,2,success,1
id_31228,31.0,blue-collar,single,secondary,no,46.0,no,no,cellular,30,jan,807.0,2.0,,0,unknown,1
id_27030,26.0,services,single,unknown,no,2022.0,no,no,cellular,29,jul,265.0,8.0,97.0,12,other,1
id_10505,39.0,technician,single,secondary,no,141.0,no,no,cellular,20,aug,731.0,7.0,,0,unknown,1
id_35600,34.0,services,single,secondary,no,197.0,yes,no,cellular,11,may,510.0,1.0,,0,unknown,1
id_25277,30.0,management,single,tertiary,no,293.0,no,yes,cellular,8,jul,511.0,4.0,,0,unknown,1
